Beds,Baths,Price,StreetAddress,Area
2,2,1599000,301-1863 ALBERNI STREET,Vancouver
4,4,1499900,2032 E 32 AVENUE,Vancouver
2,3,2428000,801-2238 W 40TH AVENUE,Vancouver
6,2,1599900,4325 BOUNDARY ROAD,Vancouver
2,2,1098000,408-747 E 3RD STREET,North Vancouver
6,3,3680000,2984 W 39TH AVENUE,Vancouver
2,2,1028000,805-5685 HALLEY AVENUE,Burnaby
1,1,679000,607-7325 ARCOLA STREET,Burnaby
3,3,1299900,2034 E 32ND AVENUE,Vancouver
2,2,3600000,804-1550 ALBERNI STREET,Vancouver
1,1,946000,904-1365 DAVIE STREET,Vancouver
1,1,824800,1804-1189 MELVILLE STREET,Vancouver
1,1,659000,808-2288 ALPHA AVENUE,Burnaby
4,2,2580000,3243 TRAVERS AVENUE,West Vancouver
5,4,2698000,4460 SLOCAN STREET,Vancouver
7,3,2698000,4444 SLOCAN STREET,Vancouver
2,3,2437000,1903-1415 W GEORGIA STREET,Vancouver
1,1,419000,B17-1525 COAL HARBOUR QUAY ROAD,Vancouver
7,8,4688000,3587 W 24TH AVENUE,Vancouver
5,4,1898888,5525 EARLES STREET,Vancouver
1,1,749000,3508-128 W CORDOVA STREET,Vancouver
5,6,5678000,168 STEVENS DRIVE,West Vancouver
1,1,628000,320-1268 W BROADWAY,Vancouver
4,3,2698000,2-2861 W 12TH AVENUE,Vancouver
4,2,2399000,364 E 14TH STREET,North Vancouver
6,3,3688000,368 ST. JAMES CRESCENT,West Vancouver
2,2,1999000,5450 PARKER STREET,Burnaby
N/A ,0,2700000,2264 MCLEAN DRIVE,Vancouver
1,1,768000,904-1238 SEYMOUR STREET,Vancouver
4,2,3499000,3211 E BROADWAY,Vancouver
2,2,2680000,1605-1550 ALBERNI STREET,Vancouver
4,3,1382800,3430 KNIGHT STREET,Vancouver
3,2,1272000,101-1406 E 18TH STREET,Vancouver
6,9,11880880,5038 ARBUTUS STREET,Vancouver
5,3,2489000,5269 INVERNESS STREET,Vancouver
3,2,1714900,PH2-2435 KINGSWAY,Vancouver
2,2,1490000,2503-33 SMITHE STREET,Vancouver
2,2,1199000,3906-1283 HOWE STREET,Vancouver
8,6,3960000,2668 W 19TH AVENUE,Vancouver
4,4,2280000,4878 CAMBRIDGE STREET,Burnaby
2,1,638000,411-5932 PATTERSON STREET,Burnaby
5,5,3788000,3363 W 27TH AVENUE,Vancouver
1,1,669000,305-2188 MADISON AVENUE,Burnaby
2,1,3100000,5273 BOUNDARY ROAD,Vancouver
3,3,3016000,5261 BOUNDARY ROAD,Vancouver
3,2,2500000,2953 E 1ST AVENUE,Vancouver
2,2,1099000,105-6933 CAMBIE STREET,Vancouver
3,4,1699000,6229 PRINCE ALBERT STREET,Vancouver
1,1,790000,206-2888 ARBUTUS STREET,Vancouver
2,2,1549000,807-980 COOPERAGE WAY,Vancouver
8,11,12580000,2511 MARR CREEK COURT,West Vancouver
1,1,695000,1808-1331 W GEORGIA STREET,Vancouver
2,2,3950000,5295 BOUNDARY ROAD,Vancouver
6,4,3450000,5285 BOUNDARY ROAD,Vancouver
2,2,968800,2001-950 CAMBIE STREET,Vancouver
2,2,1349000,303-1365 DAVIE STREET,Vancouver
1,1,868000,210-1055 RICHARDS STREET,Vancouver
5,4,3280000,3036 W 24TH AVENUE,Vancouver
4,2,1299000,238 E 28TH STREET,North Vancouver
2,2,1038800,306-6700 DUNBLANE AVENUE,Burnaby
5,3,1999000,1335 E 12TH AVENUE,Vancouver
2,1,688000,1108-3660 VANNESS AVENUE,Vancouver
6,4,2680000,5438 MAIN STREET,Vancouver
7,6,3680000,1360 W 62ND AVENUE,Vancouver
3,3,1370000,3389 VENABLES STREET,Vancouver
5,5,5380000,4498 W 11TH AVENUE,Vancouver
3,3,1228000,7381 18TH STREET,Burnaby
7,7,4886000,1025 W 43RD AVENUE,Vancouver
5,2,2500000,2147 E 1ST AVENUE,Vancouver
3,2,10500000,5609 ASH STREET,Vancouver
7,6,10500000,5583 ASH STREET,Vancouver
6,4,10500000,5629 ASH STREET,Vancouver
5,4,1898000,4722 RUMBLE STREET,Burnaby
2,3,1280000,3482 KNIGHT STREET,Vancouver
4,2,2330000,1518 E 37TH AVENUE,Vancouver
5,7,3450000,5671 WESTPORT ROAD,West Vancouver
7,7,2960000,368 E 33RD AVENUE,Vancouver
2,1,759000,653-8575 RIVERGRASS DRIVE,Vancouver
2,1,770000,708-1633 CAPILANO ROAD,North Vancouver
3,2,2258000,2403-1238 RICHARDS STREET,Vancouver
2,2,3099000,1704-112 E 13TH STREET,North Vancouver
6,8,8800000,729 KNOCKMAROON ROAD,West Vancouver
2,2,869900,306-2105 W 42ND AVENUE,Vancouver
4,3,3988000,4475 ROSS CRESCENT,West Vancouver
4,3,2500000,2187 E 1ST AVENUE,Vancouver
2,1,705900,PH2-7077 BERESFORD STREET,Burnaby
7,7,8900000,377 W 49TH AVENUE,Vancouver
4,4,1388000,17-6088 BERESFORD STREET,Burnaby
4,3,2500000,2177 E 1ST AVENUE,Vancouver
7,7,9680000,1462 CONNAUGHT DRIVE,Vancouver
5,4,4298000,1145 MILLSTREAM ROAD,West Vancouver
4,5,29000000,PH02-1011 W CORDOVA STREET,Vancouver
5,4,2850000,1747 KITCHENER STREET,Vancouver
1,1,735000,904-1633 CAPILANO ROAD,North Vancouver
3,3,2930000,2811 W 42ND AVENUE,Vancouver
4,3,2500000,2961 E 1ST AVENUE,Vancouver
4,2,3100000,732 W 64 AVENUE,Vancouver
6,2,1989000,2030 E 1ST AVENUE,Vancouver
5,3,2980000,2525 W 16TH AVENUE,Vancouver
2,3,7880000,1202-1169 W CORDOVA STREET,Vancouver
6,8,12980000,1762 ACADIA ROAD,Vancouver
2,3,5198000,1403-277 THURLOW STREET,Vancouver
3,3,3268000,610-618 W 45TH AVENUE,Vancouver
6,6,6980000,4468 PINE CRESCENT,Vancouver
7,7,6280000,3955 W 14TH AVENUE,Vancouver
1,2,1449000,513-1540 W 2ND AVENUE,Vancouver
3,2,1650000,407-3198 RIVERWALK AVENUE,Vancouver
2,3,1999900,304-3636 W 39TH AVENUE,Vancouver
3,2,3349900,#PH407-3636 W 39TH AVENUE,Vancouver
2,2,799000,318-3133 RIVERWALK AVENUE,Vancouver
3,3,4180000,2802-918 COOPERAGE WAY,Vancouver
4,6,19900000,3906 MARINE DRIVE,West Vancouver
3,3,2798000,3907 TUPPER STREET,Vancouver
6,5,4900000,1928 W 43RD AVENUE,Vancouver
8,4,2228000,1949 E 1ST AVENUE,Vancouver
7,4,3699000,8803 GRANVILLE STREET,Vancouver
7,11,19880000,1233 TECUMSEH AVENUE,Vancouver
5,2,1795000,7320 INVERNESS STREET,Vancouver
3,3,2998000,SL2-4530 W 4TH AVENUE,Vancouver
2,2,949000,2003-6220 MCKAY AVENUE,Burnaby
7,3,1598000,4046 BEATRICE STREET,Vancouver
7,5,4500000,5790 GRANVILLE STREET,Vancouver
5,6,6580000,4146 CROWN CRESCENT,Vancouver
N/A ,0,8250000,5621 DUNBAR STREET,Vancouver
3,2,1448000,552 28TH ST W STREET,North Vancouver
2,2,950000,1006-5782 BERTON AVENUE,Vancouver
5,4,1598000,1-3543 DUNDAS STREET,Vancouver
5,9,24800000,1318 MINTO CRESCENT,Vancouver
5,3,1450000,3251 E 29TH AVENUE,Vancouver
2,3,1998000,SL1-4530 W 4TH AVENUE,Vancouver
3,2,1999000,506-175 VICTORY SHIP WAY,North Vancouver
9,5,5490000,1603 W 49TH AVENUE,Vancouver
8,4,2228000,1949 E 1ST AVENUE,Vancouver
3,1,3699000,8795 GRANVILLE STREET,Vancouver
N/A ,0,1399900,1123 DOUGLAS ROAD,Burnaby
2,2,769900,908-438 SEYMOUR STREET,Vancouver
2,1,749000,310-1988 MAPLE STREET,Vancouver
4,3,4100000,5770 GRANVILLE STREET,Vancouver
2,2,1333800,501-1483 HOMER STREET,Vancouver
5,7,6980000,4388 OSLER STREET,Vancouver
3,3,3480000,7-5681 BIRNEY AVENUE,Vancouver
4,2,1599000,2565 DUNDAS STREET,Vancouver
8,9,3998000,1845 SUTHERLAND AVENUE,North Vancouver
4,4,1990000,1626 E 56TH AVENUE,Vancouver
3,2,4699000,2250 SW MARINE DRIVE,Vancouver
4,2,1799000,2070 E 26TH AVENUE,Vancouver
1,1,799000,2107-1480 HOWE STREET,Vancouver
2,2,946000,301-6033 GRAY AVENUE,Vancouver
1,1,710000,1701-3538 SAWMILL CRESCENT,Vancouver
1,1,525000,404-2133 DUNDAS STREET,Vancouver
7,8,7498000,1402 30TH STREET,West Vancouver
1,1,629000,1305-4815 ELDORADO MEWS,Vancouver
5,6,4988000,2457 KINGS AVENUE,West Vancouver
1,1,690000,1907-2351 BETA AVENUE,Burnaby
2,3,4588000,4604-1128 W GEORGIA STREET,Vancouver
5,3,2499000,2976 SCHOOL AVENUE,Vancouver
1,1,849000,311-651 W 45TH AVENUE,Vancouver
1,1,839888,906-1480 HOWE STREET,Vancouver
4,2,1499000,1143 E 22ND AVENUE,Vancouver
5,5,2900000,668 E 20TH AVENUE,Vancouver
1,1,868000,402-4883 MACLURE MEWS,Vancouver
6,5,4690000,1328 CRESTWELL ROAD,West Vancouver
5,3,3300000,2205 W 22ND AVENUE,Vancouver
1,1,830000,201-469 W KING EDWARD AVENUE,Vancouver
N/A ,0,2275000,2728 DUKE STREET,Vancouver
6,4,5000000,6587 GRANVILLE STREET,Vancouver
4,6,4980000,3691 W 22ND AVENUE,Vancouver
3,2,1488000,2603-1331 ALBERNI STREET,Vancouver
5,5,11000000,1080 WOLFE AVENUE,Vancouver
4,0,2275000,2728 DUKE STREET,Vancouver
N/A ,0,2275000,2738 DUKE STREET,Vancouver
4,4,1599999,2416 VICTORIA DRIVE,Vancouver
2,2,2199800,PH2-36 WATER STREET,Vancouver
5,5,2900000,668 E 20TH AVENUE,Vancouver
N/A ,0,2275000,2732 DUKE STREET,Vancouver
6,4,2275000,2748 DUKE STREET,Vancouver
4,3,2275000,2732 DUKE STREET,Vancouver
4,3,2275000,2738 DUKE STREET,Vancouver
N/A ,0,2275000,2748 DUKE STREET,Vancouver
5,7,17500000,1316 CONNAUGHT DRIVE,Vancouver
3,1,3480000,2016 W 48TH AVENUE,Vancouver
3,3,1588000,8436 OSLER STREET,Vancouver
5,3,1699888,8091 PRINCE ALBERT STREET,Vancouver
1,1,685000,1003-6658 DOW AVENUE,Burnaby
5,6,6990000,2135 W 32ND AVENUE,Vancouver
5,5,2888000,3020 FRASER STREET,Vancouver
3,3,3490000,2001-620 CARDERO STREET,Vancouver
5,3,1620000,1920 CASANO DRIVE,North Vancouver
2,1,998000,2808-1323 HOMER STREET,Vancouver
4,3,4680000,1003-1233 W CORDOVA STREET,Vancouver
2,2,2888888,2904-1550 ALBERNI STREET,Vancouver
1,1,488000,302-2012 FULLERTON AVENUE,North Vancouver
2,1,879900,205-7828 GRANVILLE STREET,Vancouver
6,8,8999000,2991 ROSEBERY AVENUE,West Vancouver
6,6,4688000,1103 W 55TH AVENUE,Vancouver
1,1,625000,305-3440 W BROADWAY,Vancouver
0,1,538000,304-8138 FRASER STREET,Vancouver
3,2,1038000,2601-2345 MADISON AVENUE,Burnaby
3,4,9300000,5301-1480 HOWE STREET,Vancouver
6,4,1399999,4947 ST. CATHERINES STREET,Vancouver
6,6,4399888,995 W 33RD AVENUE,Vancouver
2,2,615000,304-2020 BELLWOOD AVENUE,Burnaby
4,4,2100000,22-5879 GRAY AVENUE,Vancouver
4,4,3199000,2092 W 29TH AVENUE,Vancouver
5,5,4790000,1080 MILLSTREAM ROAD,West Vancouver
5,7,12300000,3280 THOMPSON CRESCENT,West Vancouver
1,1,708000,202-1220 BARCLAY STREET,Vancouver
5,7,5988000,7618 WHEATER COURT,Burnaby
4,2,1680000,9-1301 JOHNSTON STREET,Vancouver
0,0,3798000,2210 JEFFERSON AVENUE,West Vancouver
6,3,1849800,6127 IMPERIAL STREET,Burnaby
4,4,6490000,5915 ANGUS DRIVE,Vancouver
2,2,1399000,2304-1055 HOMER STREET,Vancouver
4,4,4680000,5946 ANGUS DRIVE,Vancouver
5,4,3488000,2763 W 18TH AVENUE,Vancouver
2,2,859000,708-2311 BETA AVENUE,Burnaby
0,0,4998000,2216 JEFFERSON AVENUE,West Vancouver
4,5,4990000,1363 W 57TH AVENUE,Vancouver
7,6,5880000,3042 W 31ST AVENUE,Vancouver
1,1,1200000,106-1070 NELSON STREET,Vancouver
2,2,929000,3302-2388 MADISON AVENUE,Burnaby
6,6,4100000,1748 W 68TH AVENUE,Vancouver
N/A ,0,4388000,2140 W 2ND AVENUE,Vancouver
4,2,1680000,4817 JOYCE STREET,Vancouver
3,3,1650000,7653 GRANVILLE STREET,Vancouver
3,3,1699900,7533 YUKON STREET,Vancouver
7,7,2900000,5250 ELSOM AVENUE,Burnaby
10,8,4198000,6537 WALES STREET,Vancouver
11,8,5498000,460 W 45TH AVENUE,Vancouver
1,1,689000,2201-788 HAMILTON STREET,Vancouver
2,2,1269900,601-135 E 13 STREET,North Vancouver
3,2,1825000,5308 FLEMING STREET,Vancouver
1,1,678000,304-2055 PENDRELL STREET,Vancouver
3,4,11800000,2401-1139 W CORDOVA STREET,Vancouver
2,2,1499000,702-1201 MARINASIDE CRESCENT,Vancouver
1,1,579000,2101-3660 VANNESS AVENUE,Vancouver
2,2,1349800,258 W 4TH STREET,North Vancouver
2,3,4380000,301-638 BEACH CRESCENT,Vancouver
2,3,2998800,4102-4711 HAZEL STREET,Burnaby
2,2,1299000,901-683 W VICTORIA PARK,North Vancouver
6,5,4880000,4076 W 27TH AVENUE,Vancouver
1,1,545000,204-4338 COMMERCIAL STREET,Vancouver
1,1,599999,1506-108 W CORDOVA STREET,Vancouver
3,2,1250000,2504-1283 HOWE STREET,Vancouver
2,2,1638000,4005-1111 ALBERNI STREET,Vancouver
2,2,849000,1108-933 HORNBY STREET,Vancouver
3,4,2100000,6457 WINCH STREET,Burnaby
1,1,670000,908-1325 ROLSTON STREET,Vancouver
5,5,2298000,6622 SHERBROOKE STREET,Vancouver
3,2,1979900,301-7433 CAMBIE STREET,Vancouver
2,2,699000,312-6888 SOUTHPOINT DRIVE,Burnaby
6,7,4298000,929 CANYON BOULEVARD,North Vancouver
4,3,1490000,5150 HIGHGATE STREET,Vancouver
2,3,1598000,205-638 W 45TH AVENUE,Vancouver
2,1,1698000,2715 CHEYENNE AVENUE,Vancouver
7,7,6880000,6996 LABURNUM STREET,Vancouver
2,3,2700000,898 HELMCKEN STREET,Vancouver
4,3,1490000,5156 HIGHGATE STREET,Vancouver
5,5,2298000,6622 SHERBROOKE STREET,Vancouver
5,7,6980000,5051 MEADFEILD ROAD,West Vancouver
2,2,899999,201-3188 RIVERWALK AVENUE,Vancouver
2,2,1650000,903-5989 WALTER GAGE ROAD,Vancouver
5,7,10990000,4580 MARINE DRIVE,West Vancouver
2,2,1398000,206-6015 IONA DRIVE,Vancouver
3,3,3999000,4303-1151 W GEORGIA STREET,Vancouver
4,3,3580000,4032 RIPPLE ROAD,West Vancouver
1,1,1317000,4410 SLOCAN STREET,Vancouver
6,3,2698000,4428 SLOCAN STREET,Vancouver
3,2,1388900,1205-4168 LOUGHEED HIGHWAY,Burnaby
5,5,6888000,6836 HUDSON STREET,Vancouver
6,3,2250000,1161 E 60TH AVENUE,Vancouver
7,3,2698000,4438 SLOCAN STREET,Vancouver
1,1,399000,603-1219 HARWOOD STREET,Vancouver
7,5,2400000,158 E 24TH AVENUE,Vancouver
7,5,2400000,158 E 24TH AVENUE,Vancouver
6,4,2798000,5480 MONTE BRE CRESCENT,West Vancouver
2,3,2490000,4420 SLOCAN STREET,Vancouver
4,2,2499000,1067 HANDSWORTH ROAD,North Vancouver
5,7,5899800,3821 W 35TH AVENUE,Vancouver
2,2,1099900,1402-1633 CAPILANO ROAD,North Vancouver
N/A ,0,4288000,1415 W 40TH AVENUE,Vancouver
2,2,1609000,3506-1028 BARCLAY STREET,Vancouver
6,8,7995000,611 GLENMAROON ROAD,West Vancouver
4,4,7800000,3989 MARGUERITE STREET,Vancouver
2,2,1188000,301-2135 ARGYLE AVENUE,West Vancouver
N/A ,0,15000000,Lot 2 LOT A ROAD,West Vancouver
2,3,1380000,205-618 W 45TH AVENUE,Vancouver
4,3,4288000,1415 W 40TH AVENUE,Vancouver
3,3,3149000,2692 NELSON AVENUE,West Vancouver
2,3,2600000,4006-1111 ALBERNI STREET,Vancouver
6,7,8288000,2832 W 44TH AVENUE,Vancouver
6,5,4880000,2367 NELSON AVENUE,West Vancouver
N/A ,0,2850000,2539 ROSEBERY AVENUE,West Vancouver
9,7,2880000,2603 E 47TH AVENUE,Vancouver
7,5,4360000,2127 W 21ST AVENUE,Vancouver
N/A ,0,2850000,2523 ROSEBERY AVENUE,West Vancouver
2,3,1736000,3702-6080 MCKAY AVENUE,Burnaby
2,2,1348000,1690 ARBUTUS STREET,Vancouver
7,7,3998000,7661 GREENALL AVENUE,Burnaby
6,3,3088000,5381 JOYCE STREET,Vancouver
1,1,749000,3910-1480 HOWE STREET,Vancouver
4,3,3260000,1150 W 29TH AVENUE,Vancouver
2,2,1099000,103-5639 HAMPTON PLACE,Vancouver
11,10,4198800,1314 W 57TH AVENUE,Vancouver
8,8,3888000,422 E 5TH STREET,North Vancouver
N/A ,0,2900000,2517 ROSEBERY AVENUE,West Vancouver
2,3,4568000,3201-1077 W CORDOVA STREET,Vancouver
2,2,1049000,2206-5058 JOYCE STREET,Vancouver
2,3,4990000,3904-667 HOWE STREET,Vancouver
7,4,2790000,1047 EDGEWOOD ROAD,North Vancouver
2,2,998000,610-1383 MARINASIDE CRESCENT,Vancouver
2,2,899000,1002-668 CITADEL PARADE,Vancouver
6,3,2100000,6569 PARKDALE DRIVE,Burnaby
5,5,7998000,790 FAIRMILE ROAD,West Vancouver
2,2,1350000,606-2785 LIBRARY LANE,Vancouver
2,1,590000,206-5926 TISDALL STREET,Vancouver
5,4,3128000,850 ESQUIMALT AVENUE,West Vancouver
5,4,7980000,3737 PINE CRESCENT,Vancouver
2,2,750000,327-2239 KINGSWAY,Vancouver
4,1,2500000,5431 LAUREL STREET,Burnaby
6,4,1799880,779 LYNN VALLEY ROAD,North Vancouver
3,5,10880000,4367 ERWIN DRIVE,West Vancouver
6,7,7288000,1401 DEVONSHIRE CRESCENT,Vancouver
3,2,2398000,2501-8 SMITHE MEWS,Vancouver
2,1,988000,507-180 2ND AVENUE,Vancouver
7,5,2880000,3361 E 49TH AVENUE,Vancouver
5,4,1738000,4716 FAIRMONT STREET,Vancouver
2,1,759000,2808-2311 BETA AVENUE,Burnaby
0,1,1990000,5080 IMPERIAL STREET,Burnaby
5,4,1738000,4718 FAIRMONT STREET,Vancouver
11,5,2498800,396 E 49TH AVENUE,Vancouver
2,3,6990000,2509-1011 W CORDOVA STREET,Vancouver
2,2,1688000,501-3355 BINNING ROAD,Vancouver
5,2,1999999,7370 BURRIS STREET,Burnaby
4,2,1888000,4644 UNION STREET,Burnaby
0,0,2999000,3469 ARBUTUS STREET,Vancouver
7,6,3088800,2393 BONACCORD DRIVE,Vancouver
1,1,349000,604-1219 HARWOOD STREET,Vancouver
3,2,929000,4781 SLOCAN STREET,Vancouver
6,2,2980000,449 SE MARINE DRIVE,Vancouver
6,5,2120000,35 HOLDOM AVENUE,Burnaby
4,4,1848000,SL1-5531 SLOCAN STREET,Vancouver
4,4,1848000,SL2-5531 SLOCAN STREET,Vancouver
1,1,704995,1017-68 SMITHE STREET,Vancouver
6,4,3999000,4006 W 34TH AVENUE,Vancouver
6,9,28800000,1389 MATTHEWS AVENUE,Vancouver
2,2,929000,4789 SLOCAN STREET,Vancouver
2,3,1299000,438 W 1ST AVENUE,Vancouver
2,2,1048800,1807-4458 BERESFORD STREET,Burnaby
7,4,3980000,1575 W 49TH AVENUE,Vancouver
3,2,1399000,4785 SLOCAN STREET,Vancouver
5,5,4299000,1295 SINCLAIR STREET,West Vancouver
4,3,1888000,7611 YUKON STREET,Vancouver
3,3,1180000,5011 CHAMBERS STREET,Vancouver
11,8,3980000,2663 E 52ND AVENUE,Vancouver
9,7,3298000,5805 CULLODEN STREET,Vancouver
1,1,1289900,409-423 6TH STREET,West Vancouver
2,2,899000,3605-1888 GILMORE AVENUE,Burnaby
6,5,3500000,5507 PORTLAND STREET,Burnaby
5,4,12880000,1712 CEDAR CRESCENT,Vancouver
2,1,1998000,1801-667 HOWE STREET,Vancouver
2,2,1250000,4401-1888 GILMORE AVENUE,Burnaby
2,3,2299900,111-423 6TH STREET,West Vancouver
2,2,990000,2001-4465 JUNEAU STREET,Burnaby
2,2,1398000,101-181 W 1ST AVENUE,Vancouver
5,3,2198000,128 E 57TH AVENUE,Vancouver
2,2,1650000,2005-1633 CAPILANO ROAD,North Vancouver
7,5,2299000,5896 BRAEMAR AVENUE,Burnaby
4,5,8388900,5501-1480 HOWE STREET,Vancouver
2,2,1399000,C502-5077 CAMBIE STREET,Vancouver
5,3,2988000,4236 W KING EDWARD AVENUE,Vancouver
2,2,999999,651-38 SMITHE STREET,Vancouver
3,2,2099000,5026 CHATHAM STREET,Vancouver
2,3,7250000,306-1355 BELLEVUE AVENUE,West Vancouver
2,2,1068000,606-5639 HAMPTON PLACE,Vancouver
3,3,2108000,B601-5033 CAMBIE STREET,Vancouver
6,8,5880000,2539 WESTHILL DRIVE,West Vancouver
3,3,1958000,A504-4963 CAMBIE STREET,Vancouver
5,3,2598000,3115 BENBOW ROAD,West Vancouver
1,1,400000,614-138 E HASTINGS STREET,Vancouver
3,3,1878000,B504-5033 CAMBIE STREET,Vancouver
4,4,3988000,608 KING GEORGES WAY,West Vancouver
2,2,838000,PH5-2689 KINGSWAY,Vancouver
4,3,1549900,203 427/429 E 3RD STREET,North Vancouver
6,8,5980000,2171 W 18TH AVENUE,Vancouver
3,2,1678980,2701-5058 JOYCE STREET,Vancouver
1,1,648000,309-2520 GUELPH STREET,Vancouver
2,2,1208980,2307-5058 JOYCE STREET,Vancouver
11,9,3496000,3057 PENTICTON STREET,Vancouver
3,8,5498000,1340 CRESTWELL ROAD,West Vancouver
N/A ,0,5498000,1340 CRESTWELL ROAD,West Vancouver
5,6,6280000,3775 W 36TH AVENUE,Vancouver
4,4,4998000,4517 W 4TH AVENUE,Vancouver
2,3,2199900,102-3636 W 39TH AVENUE,Vancouver
2,3,1699900,205-3636 W 39TH AVENUE,Vancouver
7,5,4698000,1238 W 48TH AVENUE,Vancouver
3,3,1499000,2038 FRANKLIN STREET,Vancouver
1,1,1049900,201-3636 W 39TH AVENUE,Vancouver
3,3,2198000,4001-4711 HAZEL STREET,Burnaby
2,3,2399900,PH405-3636 W 39TH AVENUE,Vancouver
6,5,4738000,4063 W 31ST AVENUE,Vancouver
5,4,3188000,2557 W KING EDWARD AVENUE,Vancouver
2,2,747000,1223-235 KEITH ROAD,West Vancouver
2,2,1248000,304-3533 ROSS DRIVE,Vancouver
5,6,7980000,5450 ASH STREET,Vancouver
4,4,10600000,4472 ROSS CRESCENT,West Vancouver
4,3,1549900,202 427/429 E 3RD STREET,North Vancouver
3,4,1609900,105 427/429 E 3RD STREET,North Vancouver
2,3,1499900,106 427/429 E 3RD STREET,North Vancouver
4,3,1619900,110 427/429 E 3RD STREET,North Vancouver
0,1,799000,1404-150 24TH STREET,West Vancouver
3,4,3998000,4351 PROSPECT ROAD,North Vancouver
5,6,3780000,3722 PUGET DRIVE,Vancouver
2,1,899900,2405-4625 VALLEY DRIVE,Vancouver
6,8,9500000,1365 CAMMERAY ROAD,West Vancouver
6,8,16880000,1461 CONNAUGHT DRIVE,Vancouver
2,2,1538000,100 1410 BUTE STREET,Vancouver
2,2,1028000,5903 4510 HALIFAX WAY,Burnaby
3,2,1649000,3860 PRINCE ALBERT STREET,Vancouver
3,3,1799000,458 E 17TH AVENUE,Vancouver
2,2,899000,3862 PRINCE ALBERT STREET,Vancouver
4,3,9880000,1383 W 32ND AVENUE,Vancouver
2,2,1099900,1114-180 E 2ND AVENUE,Vancouver
3,1,7100000,211 E 38TH AVENUE,Vancouver
7,3,2295000,1575 E 12TH AVENUE,Vancouver
4,2,2888000,5389 JOYCE STREET,Vancouver
3,3,2149000,3870 PRINCE ALBERT STREET,Vancouver
2,1,999000,460 E 17TH AVENUE,Vancouver
5,4,4388000,4898 VISTA PLACE,West Vancouver
3,3,2049000,462 E 17TH AVENUE,Vancouver
3,2,1449000,464 E 17TH AVENUE,Vancouver
2,2,1499000,3408-1283 HOWE STREET,Vancouver
2,2,1299880,605-528 W KING EDWARD AVENUE,Vancouver
2,2,1599000,3301-1188 W PENDER STREET,Vancouver
6,8,6180000,649 ANDOVER PLACE,West Vancouver
2,2,899900,1803-1420 W GEORGIA STREET,Vancouver
4,3,1549900,203-427/429 E 3RD STREET,North Vancouver
2,2,1538000,100-1410 BUTE STREET,Vancouver
2,2,999000,506-5981 GRAY AVENUE,Vancouver
6,3,2180000,4885 BALDWIN STREET,Vancouver
6,6,7980000,5470 ASH STREET,Vancouver
4,3,3298000,845 8TH STREET,West Vancouver
4,3,3150000,4838 MEADFEILD CLOSE,West Vancouver
2,3,2680000,2112 W 47TH AVENUE,Vancouver
4,3,1619900,110-427/429 E 3RD STREET,North Vancouver
4,3,3688888,202 E 37TH AVENUE,Vancouver
1,1,950000,307-2888 ARBUTUS STREET,Vancouver
6,4,2380000,4060 FOREST STREET,Burnaby
4,4,2398000,8032 SHAUGHNESSY STREET,Vancouver
9,8,5180000,1707 W 68TH AVENUE,Vancouver
2,2,1399000,1106-3533 ROSS DRIVE,Vancouver
2,2,1188000,203-2167 BELLEVUE AVENUE,West Vancouver
2,2,1299900,1906-1500 FERN STREET,North Vancouver
5,2,1714000,4241 VICTORIA DRIVE,Vancouver
2,3,1499900,106-427/429 E 3RD STREET,North Vancouver
2,2,1380000,309-6015 IONA DRIVE,Vancouver
4,2,2998000,314 MOYNE DRIVE,West Vancouver
5,5,3780000,4791 WESTWOOD PLACE,West Vancouver
1,1,1222800,3601-1151 W GEORGIA STREET,Vancouver
4,3,1549900,202-427/429 E 3RD STREET,North Vancouver
3,4,1609900,105-427/429 E 3RD STREET,North Vancouver
5,6,12700000,1433 ANGUS DRIVE,Vancouver
3,3,1880000,4418 CAMBIE STREET,Vancouver
3,3,4890000,PH3604-838 W HASTINGS STREET,Vancouver
2,3,13000000,5073 CHAMBERS STREET,Vancouver
2,2,1400000,202-185 VICTORY SHIP WAY,North Vancouver
4,3,3600000,1803-1708 ONTARIO STREET,Vancouver
7,4,5490000,115 W KING EDWARD AVENUE,Vancouver
2,2,1250000,211-185 VICTORY SHIP WAY,North Vancouver
4,3,3498000,341 RABBIT LANE,West Vancouver
6,8,9390000,1026 EYREMOUNT DRIVE,West Vancouver
3,3,1688000,5320 MAIN STREET,Vancouver
5,4,5788800,1926 MATTHEWS AVENUE,Vancouver
3,3,4375000,2224 YEWBROOK PLACE,Vancouver
6,7,3680000,4439 BURKE STREET,Burnaby
6,6,2780000,6491 CLINTON STREET,Burnaby
3,3,6888000,2502-1233 W CORDOVA STREET,Vancouver
6,7,6580000,1461 W 47TH AVENUE,Vancouver
2,2,1649000,101-866 ARTHUR ERICKSON PLACE,West Vancouver
4,4,1998000,1481 TILNEY MEWS,Vancouver
1,1,849000,113-5289 CAMBIE STREET,Vancouver
3,3,1688000,5322 MAIN STREET,Vancouver
5,3,5390000,4655 W 6 TH AVENUE,Vancouver
N/A ,0,3200000,575 ROBIN HOOD ROAD,West Vancouver
2,2,1369000,111-3777 W 8TH AVENUE,Vancouver
5,8,6880000,2268 W 19TH AVENUE,Vancouver
2,3,1309800,103-1133 HOMER STREET,Vancouver
3,2,1260000,118-6033 GRAY AVENUE,Vancouver
